,municipal,%_single_family,pop_2010,%nhwhi_2010,%bipoc_2010,%pop_u18,%pop_65o,%incu10,%in200o,income,%_compliant_zoning,city_size,parcel_year_built,total_value_psf,land_value_psf,floor_area_ratio,max_building_floors,max_floor_area_ratio,%_far_compliant_zoning
86,Wakefield,1.357756627303077,6.926577033222725,-0.08069715795867521,-3.4608411304229985,-1.537505303406224,-2.1225559884894682,-2.665603510854953,-2.1342116095074855,4.646859680649863,98.008,18.982087062424032,1940.9095145631068,4.2565289503034744,3.4777429654308762,0.22024564667709637,2.6362505921364283,0.07520132638559925,0.11724301279014684
87,Walpole,90.51544378460505,6.876264611890766,-0.03785941104342239,-4.103675889650985,-1.2237754316221157,-1.5009862042066013,-3.9771295470297257,-1.1140632398238288,4.78964721949522,83.266,20.10243629728623,1962.7323081304287,3.1640863996420725,2.4114220826375865,0.17435220059694412,0.0,0.0,0.07430301501198436
88,Waltham,76.07927938462052,6.919683849847411,-0.35160593843543503,-1.8762587329281641,-1.8892459284549754,-1.795719870444152,-2.445773652085852,-1.924476728452566,4.668167658685927,92.308,19.6065434078423,1943.0390118116786,4.677676149261311,3.8754286921504506,0.3321245744921778,2.59488423028786,0.02223482478097622,0.05154881101376721
89,Watertown,25.283048284438074,6.9167150203536085,-0.06341592716753067,-3.9722760411871687,-2.0415176971524573,-1.729329214512854,-4.980176086611547,-1.3491906109165135,4.8393846332736725,89.078,18.33538357822688,1928.714199849737,5.084963395422826,4.309366761599933,0.4455814921453858,0.0,0.38879259694477086,0.4036427732079906
90,Wayland,0.0,5.666426688112432,-0.03880557442179512,-3.586985146432596,-1.2005185694578484,-1.882237054194171,-4.622791787337911,-0.5284472251158101,5.095274399850662,99.142,19.83815085456225,1955.0155308298563,3.236646296313236,2.5623625294132273,0.15450911064543035,0.015482334259626836,0.0,0.007542675664946407
91,Wellesley,84.00422668914969,6.982862751468942,-0.17714019805195705,-2.8239796681092706,-1.7150045924056143,-1.2560150038817453,-3.377099830083095,-0.7976047616191795,4.975272493354853,98.581,19.38305776713775,1951.3684762654077,4.591874979837987,4.080395435021033,0.38977747236750926,2.9997031231445197,0.010871630447690298,0.014725092031825199
92,Wenham,100.0,5.14166355650266,-0.017699577099400975,-4.04305126783455,-1.3804634408090974,-2.3084502124464437,-6.568077911411976,-1.505482878385009,4.816656746995914,97.671,19.14465557559861,1948.1709470304977,2.990131826102019,2.4297211016816376,0.07025185963080896,3.0,0.0,0.13996075866579463
93,Weston,99.20561080493847,5.568344503761097,-0.15669845190605702,-3.0033951462995603,-1.2245390819074131,-1.9047828576314505,-3.418223331252082,-0.6589808509651954,4.957107283879437,99.333,19.902627089601616,1959.6863079988614,3.33658902216753,2.77065112757373,0.12651081672881062,0.0,0.00031309751434034416,0.10420650095602295
94,Westwood,0.0,5.780743515792329,-0.15312240210169228,-3.9889840465642745,-0.8754687373538999,-2.7362210780689065,-3.7676392879745837,-0.9744312785320666,4.917740788886432,99.65,19.46003338912886,1959.1898355754859,3.586756155827016,2.809245589099099,0.20991981975682011,0.0,0.0,0.04904306220095694
95,Weymouth,80.61515388013447,6.860663671448287,-0.14044351631299157,-3.19710202531864,-1.1977031913123406,-2.372027301716147,-6.680854678790215,-1.212794537655084,4.865324268868199,97.072,19.84322381799216,1941.490247432628,3.8666178818063104,2.923721343067458,0.16033432236610679,2.528924317852417,0.010366122629025143,0.0836851723486042
96,Wilmington,0.0,5.75890177387728,-0.08557850670578815,-3.2739951240892804,-1.316250517386964,-2.3916059438908066,-3.044522437723423,-1.0596968724184361,4.835808758137352,96.999,19.83653328181225,1969.9069353070176,3.3404632496503446,2.499136188650276,0.09050564795921419,2.4831486347537988,0.0,0.1580029704101451
97,Winchester,79.8977493230552,5.739792912179234,-0.16006308619301188,-3.2548862623912336,-1.535100292788268,-1.2971416556889177,-4.433944733830274,-1.2171763913016382,4.931298954965921,96.265,18.723456901354048,1942.3216456287985,4.676503652537798,3.996874097653222,0.26979455636119504,2.5155195681511473,0.03081421502474134,0.05083220872694557
98,Winthrop,0.0,4.477336814478207,-0.02298951822469872,-3.378724525810097,-2.3978952727983707,-2.3978952727983707,-3.2036493775369093,-3.3993939546630045,3.9973881922972234,98.059,17.848846801493718,1916.8957732949088,4.918772468458337,4.144550956839064,0.7772999754833838,0.0,0.0,0.05224048637694213
99,Woburn,62.580503029282355,6.821107472256465,-0.09968177146582125,-3.563010934234983,-1.6281506213662544,-1.3657863568987634,-3.44056377184971,-1.739956472277316,4.76990010383623,97.38,19.542558923779026,1948.179047814488,4.040952452694321,3.248248557074922,0.3075456996741221,0.05007194244604317,0.0,0.06148681055155875
100,Wrentham,0.0,4.820281565605037,-0.058107630807280694,-3.721669276936927,-1.6847873496758872,-1.987068221548821,-3.2694661695417806,-0.9970616936977262,4.9338964504946485,97.647,20.137482612324032,1970.1963288108539,2.7886453034559358,2.132314766576164,0.12458935335086203,2.5,0.6300000000000001,0.9610967893133349
